Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
2553,13279188,"sachiya 3134","2025-01-31 14:49:32",0.78229,3,sachiya3134
2554,13280126,"PRASAD RAJU G","2025-01-31 15:18:56",0.78229,5,iamprasadraju
2555,13191950,ganeshreddy0616,"2025-01-31 18:50:56",0.78229,5,ganeshreddy0616
2556,13276466,"Kriti Goyal","2025-01-31 19:26:45",0.78229,3,alicia2uu
2557,13281007,"Meesam Raza","2025-01-31 19:25:10",0.78229,1,meesamr
2558,13277461,"Shen Zeyuan","2025-02-04 04:17:09",0.78229,6,shenzeyuan
2559,13274413,"Yiwei Li2222","2025-02-07 14:51:49",0.78229,31,yiweili2222
2560,13082795,MSHR,"2025-02-01 08:02:00",0.78229,2,"awanooooo,naritamma,ren729,twinshu001"
2561,13284118,"Gurleen Kaur Chhabra","2025-02-01 16:36:05",0.78229,2,gurleenkaurchhabra
2562,11754041,Metaninja,"2025-02-01 16:40:08",0.78229,2,metaninja
2563,13284241,"Ruben te Morsche","2025-02-01 17:16:23",0.78229,3,rubentemorsche
2564,13284943,"François Alexandre Moussinga","2025-02-01 21:16:34",0.78229,2,francalexmous2002
2565,12715555,howiess,"2025-02-10 05:42:03",0.78229,8,howiess
2566,13284895,"Rohit Mishra #3","2025-02-08 23:07:13",0.78229,18,rohitmishranu2025
2567,13285098,"Samyak Jain #14","2025-02-01 22:46:46",0.78229,1,sammybwoy
2568,13281804,"Kareem Soltan","2025-02-02 01:25:01",0.78229,3,kareemsoltan
2569,13285297,atsushi-oku,"2025-02-02 07:23:41",0.78229,4,atsushiokumura
2570,13285708,"sameer sheikh mansoori","2025-02-02 10:05:31",0.78229,6,sameersheikhmansoori
2571,13287409,"Navadeep reddy","2025-02-06 08:27:37",0.78229,3,sivamani2269087
2572,13276570,"Kamil Tokarski","2025-02-02 22:13:56",0.78229,10,kamiltokarski
2573,13288272,HristijanMijalkov,"2025-02-02 22:29:59",0.78229,2,kiko123321
2574,12584182,"Abdelrhman Ihab","2025-02-02 23:57:10",0.78229,2,abdelrhmanihab
2575,13278500,okamoro,"2025-02-03 08:00:08",0.78229,4,okamoro
2576,12425765,"Khaireddine arbouch","2025-02-03 11:24:45",0.78229,2,khaireddinearbouch
2577,8689992,"Sadyrbekov Ruslan","2025-02-03 12:03:44",0.78229,3,sadyrbekovruslan
2578,13291065,"Kris Wan","2025-02-03 14:52:30",0.78229,1,raxeirax
2579,6733055,"Amer Kamal","2025-02-05 15:12:44",0.78229,3,amerka
2580,13291528,"Sachin Nayak","2025-02-03 17:08:43",0.78229,3,sachinnayaklris
2581,10926301,"Shivanshu Mishra","2025-02-04 19:32:16",0.78229,4,mshivansh
2582,13273504,"Aidan Gantt","2025-02-03 18:28:50",0.78229,10,aidangantt
2583,13289348,"Chang Yin #3","2025-02-05 04:05:09",0.78229,9,cancanyin
2584,13292159,heng309,"2025-02-03 21:38:55",0.78229,2,heng309
2585,13292510,Elva_Wang1111,"2025-02-03 22:30:21",0.78229,1,elvawang1111
2586,13292593,"Emily Mance","2025-02-04 01:12:08",0.78229,5,emilymance
2587,13292786,"Brayden #2","2025-02-05 02:45:59",0.78229,6,mfsoms
2588,13294130,"Konrad Lipiec","2025-02-10 10:16:57",0.78229,4,konradlipiec
2589,13291688,IreneJolly,"2025-02-04 13:49:19",0.78229,19,irenejolly
2590,13278594,"rudranil personal","2025-02-04 13:50:17",0.78229,4,rudranilpersonal
2591,13295638,IJolly,"2025-02-04 16:10:23",0.78229,5,ijolly
2592,13296312,"Alba Closa Tarres","2025-02-04 18:38:00",0.78229,9,albaclosatarres
2593,13297382,jykeem,"2025-03-21 02:26:56",0.78229,2,jykeem
2594,13294712,"ISODA Rentaro","2025-02-05 02:42:59",0.78229,14,isodarentaro
2595,13297507,nooyeat,"2025-02-05 04:01:20",0.78229,2,nooyeat
2596,13297697,TaeYoonn,"2025-02-05 04:05:54",0.78229,1,taeyoonn
2597,11909530,黒木優樹,"2025-02-05 04:25:25",0.78229,7,rurururumi
2598,13273512,ShubHaM_VhWaKaRmA,"2025-02-05 12:56:53",0.78229,8,shubhamvhwakarma
2599,13294476,"Karin M. Jacobsen","2025-02-06 14:40:50",0.78229,11,karinmja
2600,13299638,ZUNDA0704,"2025-02-05 13:12:46",0.78229,2,zunda0704
2601,13151363,"Parviz Pirizade","2025-02-05 13:48:32",0.78229,3,parvizpirizade
2602,10946359,pigboy07,"2025-02-05 15:10:28",0.78229,1,pigboy07
2603,13248007,"Shu Zhu(Felix)","2025-02-05 22:14:41",0.78229,5,shuzhufelix
2604,13299900,"Opeyemi Aina","2025-02-05 22:41:38",0.78229,2,ainaopeyemi
2605,13288486,"Chase Arima","2025-02-19 01:14:03",0.78229,6,chasearima
2606,13302482,Angeluo,"2025-02-06 07:28:50",0.78229,10,angeluo
2607,13302619,"Sanila Wijesekara","2025-02-06 12:41:27",0.78229,10,sanilawijesekara
2608,13146531,AKS@07042000,"2025-02-06 14:02:04",0.78229,1,aks07042000
2609,13304802,Error_4013,"2025-02-20 12:09:50",0.78229,4,error4013
2610,13284089,"Ramkumar M","2025-02-06 15:58:56",0.78229,10,mramkumar
2611,13306652,tuxlover99,"2025-02-07 02:20:32",0.78229,1,tuxlover99
2612,13285643,"Wenxiang Gao","2025-02-07 03:30:38",0.78229,13,wenxianggao
2613,13298124,"poh shi sien","2025-02-07 07:08:50",0.78229,2,pohshisien
2614,13306754,"Juan Londoño Guati","2025-02-14 05:35:20",0.78229,9,juanlondooguati
2615,13309980,"Fabiha Muniat","2025-02-08 15:29:23",0.78229,3,fabihamuniat
2616,13310204,"bpr contact","2025-02-07 18:25:50",0.78229,10,bprcontact
2617,13310678,MJZOU,"2025-02-07 21:11:48",0.78229,3,mzou462
2618,13311008,"Zheng Weiwill","2025-02-08 00:34:22",0.78229,1,zhengweiwill
2619,13311875,kemu_2721,"2025-02-09 06:04:26",0.78229,4,kemu2721
2620,13312907,"Sato Naoko","2025-02-08 10:41:14",0.78229,2,satonaoko
2621,13312652,"Tiberiu-Stefan Cozma","2025-02-09 09:00:13",0.78229,20,tiberiustefancozma
2622,13313257,"Jainil Patel","2025-02-08 19:16:57",0.78229,2,jainilspatel
2623,13313314,"Yasser Namaty","2025-02-08 12:17:38",0.78229,1,yassernamaty
2624,13313703,paulorobertoscj,"2025-02-08 18:23:49",0.78229,6,paulorobertoscj
2625,13285154,"Tina Zhang #3","2025-02-12 07:09:48",0.78229,9,tinazhang0329
2626,13309968,"Andrei Bandurevski","2025-02-09 11:08:57",0.78229,3,andreibandurevski
2627,13306940,"Santiago Gonzalez","2025-02-09 03:41:22",0.78229,18,santiagopsa
2628,13312937,todonotumari111,"2025-02-09 05:03:32",0.78229,12,todono
2629,13315998,menghao.Wang,"2025-02-09 08:29:52",0.78229,5,menghaowang0209
2630,13316323,"Adam Barla","2025-02-09 10:31:09",0.78229,2,adambarla
2631,13311019,"Sameer Kumar 1657","2025-02-11 22:03:24",0.78229,9,sameerkumar1657
2632,13316741,"Hyunwoo Jeong","2025-02-09 13:49:11",0.78229,2,hwoo34
2633,13316958,"Olga Filimonova","2025-02-10 16:58:00",0.78229,5,olgafilimonovamsu
2634,13317254,"Pedro A Dorighello","2025-02-09 15:59:09",0.78229,2,pedroadorighello
2635,13318665,oopsiedaisie,"2025-02-10 03:02:25",0.78229,1,oopsiedaisie
2636,13319071,IrisGeBai828,"2025-02-10 05:36:52",0.78229,1,irisgebai828
2637,13268420,"Ruchir Saini","2025-02-10 08:27:09",0.78229,8,ruchirsaini
2638,13319585,SanthoshSivanG,"2025-02-22 01:38:18",0.78229,6,santhoshsivang
2639,13319759,"Арина Мосунова","2025-02-10 14:53:42",0.78229,4,mosunovaarina
2640,11538747,Priyammaxx,"2025-02-10 17:47:01",0.78229,4,priyammaxx
2641,13267418,"Riya Shah #6","2025-02-11 01:54:39",0.78229,5,riyahiteshkumarshah
2642,13293359,Sanhorn15,"2025-02-11 07:07:30",0.78229,11,sanhorn15
2643,13326123,"Khaled suliman141","2025-02-11 14:31:52",0.78229,1,khaledsuliman141
2644,13326923,"vipul goyal","2025-03-15 09:54:00",0.78229,11,godfather123456
2645,13328618,"Dan Durbin","2025-02-12 03:57:32",0.78229,3,dustinst
2646,13325524,"Ankit Kumar #30","2025-02-12 05:36:48",0.78229,2,ankit817
2647,13330402,"Chiran Govinna","2025-02-16 06:15:59",0.78229,2,chirangovinna
2648,13332054,"Nick Pellegrin","2025-02-13 18:56:09",0.78229,5,nicholaspellegrin
2649,13332061,"James Goodman","2025-02-14 10:57:20",0.78229,8,jamesgoodmanswe
2650,13296218,Pedrocmg,"2025-02-13 02:11:22",0.78229,8,pedrocmg
2651,13333097,"Will Nahley","2025-02-13 03:41:25",0.78229,4,willnahley
2652,13334028,"Aisha Bawany","2025-02-19 22:07:31",0.78229,19,aishabawany
2653,13334503,"Jesse Wood #2","2025-02-15 09:56:54",0.78229,6,rocktopus
2654,13334945,GKumaresan,"2025-02-13 09:33:47",0.78229,1,gkumaresan
2655,11533188,GioeleB00,"2025-02-13 12:41:29",0.78229,1,gioeleb00
2656,13096485,"Ashkar Razik","2025-02-13 13:05:06",0.78229,6,ashkarrazik
2657,13337789,Moose11,"2025-03-07 04:45:39",0.78229,3,moose11
2658,13339289,"Paul Soriano #2","2025-02-18 00:09:42",0.78229,14,paulsoriiiano
2659,13334513,Kallip,"2025-03-05 01:16:02",0.78229,6,kallip
2660,12348604,AGordeev,"2025-03-31 11:14:20",0.78229,63,agordeev
2661,13002283,"frdiouf01EDU dakar_10_2024","2025-03-26 03:20:28",0.78229,14,franoisdiouf
2662,13314725,"Eric Riedel","2025-02-17 22:49:40",0.78229,24,ericsriedel
2663,13344808,"Timm Rahrt","2025-02-15 04:08:25",0.78229,3,timmrahrt
2664,12870751,"xp jian","2025-02-15 04:20:25",0.78229,1,xpjian
2665,13345053,rattanapatt,"2025-02-15 06:27:57",0.78229,3,rattanapatt
2666,13323130,r2owb0,"2025-02-15 07:31:23",0.78229,4,r2owb0
2667,13278063,jiamingwuuu,"2025-02-15 14:45:57",0.78229,7,jiamingwuuu
2668,12707975,Mecanam,"2025-02-15 08:16:19",0.78229,1,mecanam
2669,13345617,"Maimuna Akter0022","2025-02-15 08:19:51",0.78229,3,maimunaakter0022
2670,13321079,榎本竜也,"2025-02-15 14:22:20",0.78229,4,tatsuya63
2671,10540553,"Liou Ci-Sian","2025-02-15 15:33:05",0.78229,12,lioucisian
2672,13275229,"Zhengyuan Chuang","2025-02-16 05:47:17",0.78229,9,zhengyuanchuang
2673,13347605,"Harshatheeswar Reddy","2025-02-15 18:41:34",0.78229,3,harshatheeswarreddy
2674,13347951,"furio paolo menotti ","2025-02-16 10:42:19",0.78229,10,furiopaolomenotti
2675,13348082,"Hailee Zeng","2025-02-15 21:00:28",0.78229,4,haileezeng
2676,12924645,"Anthony Fontana","2025-02-15 21:52:03",0.78229,1,stobonthecob
2677,13350566,"Daniyal Haider7","2025-02-16 12:46:49",0.78229,1,daniyalhaider7
2678,13350749,"K213192 Muhammad","2025-02-16 13:41:22",0.78229,1,k213192muhammad
2679,13350842,"Riyaz Maind","2025-02-16 14:00:50",0.78229,1,riyazmaind
2680,13350977,G@uth@m,"2025-02-16 16:44:35",0.78229,2,gauthamgr
2681,13350679,"Robert Vodak","2025-02-16 15:02:53",0.78229,3,robertvodak
2682,13351543,averma1212,"2025-02-16 17:12:12",0.78229,1,averma1212
2683,13351610,"K213260 Ali Shaz","2025-02-16 17:37:21",0.78229,2,k213260alishaz
2684,13351638,"Umer Naeem 02","2025-02-16 17:41:06",0.78229,1,umernaeem02
2685,13351854,"Suffian 4670","2025-02-16 18:50:29",0.78229,1,suffian4670
2686,9718387,"Farshad Jafarzadeh","2025-02-16 23:35:24",0.78229,2,farshadj101
2687,12296104,aristotle333,"2025-02-17 17:45:35",0.78229,4,aristotle333
2688,13352940,VVdavid,"2025-02-17 12:59:26",0.78229,2,vvdavid
2689,13308060,wanghai673,"2025-02-17 07:30:42",0.78229,10,wanghai673
2690,13351045,"Taya Arnold","2025-02-17 08:22:59",0.78229,3,tayaarnold
2691,13354675,"Sander Chao","2025-02-17 15:14:01",0.78229,10,sanderchao
2692,13355438,"Evan Savage","2025-02-17 15:01:31",0.78229,3,candusavage
2693,13356865,"Eyimofe Adebayo","2025-02-17 19:26:56",0.78229,2,eyimofeadebayo
2694,13287289,"Thanos Gkoutis","2025-02-17 20:54:03",0.78229,10,thanosgkoutis
2695,13357530,"Bruno Godoi Machado","2025-02-17 23:00:12",0.78229,2,blackdereker
2696,13358830,"tree tree","2025-02-18 06:22:35",0.78229,10,pengjunquan
2697,13358678,"Aleksandr Dubeykovsky","2025-02-18 06:20:36",0.78229,3,elephantt
2698,13359316,"Jayasuryan Mutyala","2025-03-21 01:25:22",0.78229,3,jayasuryanmutyala
2699,13360279,"danyaal mahmood","2025-02-18 11:46:01",0.78229,1,danyaalmahmood
2700,13360296,MuhammadAbbas200107,"2025-02-18 12:08:43",0.78229,2,muhammadabbas200107
2701,13360337,HassanAshfaq266,"2025-02-18 12:11:17",0.78229,1,hassanashfaq266
2702,4678820,"Ramiz Saud","2025-02-18 12:15:03",0.78229,1,ramizsaud
2703,13360387,"Haseeb Ishaq","2025-02-18 12:29:23",0.78229,1,haseebishaq
2704,13043872,"Sumit Kumar #21","2025-02-19 02:26:06",0.78229,1,sumitkumar90
2705,13353389,"Nick Luong","2025-02-20 01:16:41",0.78229,11,nickluong3
2706,13364182,YonatanAwlachewf,"2025-03-31 21:13:31",0.78229,26,yonatanawlachewf
2707,13364232,任洪雨成,"2025-02-19 08:15:08",0.78229,10,renhongyucheng
2708,13359959,BestBebest,"2025-02-20 15:43:35",0.78229,17,bestbebest
2709,13361205,"Gaëtan Warin","2025-02-21 14:02:27",0.78229,6,gatanwarin
2710,13371596,"Eddi Leino","2025-02-19 19:26:56",0.78229,1,eddileino
2711,13376654,nsim98,"2025-02-24 18:04:19",0.78229,11,nsim98
2712,13375525,"Flavio Justino","2025-02-20 19:41:51",0.78229,10,flaviojustino
2713,13378136,tomerdah,"2025-02-20 22:16:31",0.78229,1,tomerdah
2714,13378138,"Hsuan Kuei Yeh","2025-02-20 22:28:44",0.78229,1,hsuankueiyeh
2715,11382020,"Leonardo Syma","2025-02-20 22:56:08",0.78229,1,leonardosyma
2716,3005367,Abstract00,"2025-02-21 04:01:00",0.78229,11,abstract00
2717,13375931,STARK,"2025-02-21 01:07:35",0.78229,3,ryuseinoguri
2718,13379341,"a datasetneedsaname","2025-02-24 01:21:27",0.78229,3,adatasetneedsaname
2719,13379642,FOZS9587,"2025-02-22 22:01:10",0.78229,8,fozs9587
2720,13374626,WenXinyu2025,"2025-02-21 08:55:10",0.78229,10,wenxinyu2025
2721,13380960,"Usman Abbasi","2025-02-22 18:23:49",0.78229,7,usmanabbasi2002
2722,13343237,"Jacob McNulty","2025-02-24 17:14:09",0.78229,6,jacobmcnulty
2723,13165009,"Czondi Eduard Flavius","2025-02-21 17:48:17",0.78229,7,czondieduardflavius
2724,13300925,"Wilson Cardoso","2025-02-23 20:27:08",0.78229,22,wjcardoso
2725,13383729,runawayconnoiseur,"2025-02-21 20:23:33",0.78229,1,runawayconnoiseur
2726,9400540,"Garam Kim","2025-02-22 06:38:38",0.78229,1,gharashim
2727,13385245,"Shunsuke Hayashi1993","2025-02-22 06:40:02",0.78229,2,shunsukehayashi1993
2728,13354975,"Jamil georges riachy","2025-02-23 07:34:47",0.78229,19,jamilgeorgesriachy
2729,13386470,"ceason chen","2025-02-22 13:10:37",0.78229,8,ceasonchen
2730,13386592,XCQ0607,"2025-02-22 14:38:49",0.78229,6,xcq0607
2731,13366801,Macbeth1,"2025-02-22 14:12:07",0.78229,4,macbeth1
2732,13381036,gergov89,"2025-02-24 08:12:23",0.78229,23,gergov89
2733,13383702,"John RIedl","2025-02-24 17:29:55",0.78229,24,johnriedl
2734,10863356,"Orange Choco","2025-02-23 00:22:30",0.78229,20,orangechoco
2735,13388196,"Mustapha #2","2025-02-23 01:31:46",0.78229,6,cassamar
2736,3024904,itinao,"2025-02-24 13:50:16",0.78229,3,itinao
2737,13381806,Hari@#1299,"2025-02-26 16:15:28",0.78229,21,hari1299
2738,13389535,iyingsu,"2025-03-02 13:08:17",0.78229,26,iyingsu
2739,13100438,sdly874,"2025-02-23 08:42:33",0.78229,2,sdly874
2740,13390132,"Tomiaki Suzuki","2025-02-23 11:17:25",0.78229,1,tomiakisuzuki
2741,13389697,"MichaelW #3","2025-02-24 16:38:19",0.78229,12,michwieck
2742,13391183,yjeffy,"2025-02-23 18:48:25",0.78229,6,yjeffy
2743,13387921,"Tilen Zabkar","2025-02-23 18:52:59",0.78229,5,tilenzabkar
2744,13356674,"Yumeng Wang #3","2025-02-23 21:02:41",0.78229,6,ywang6666
2745,13392031,"Sameer Rijal","2025-02-24 00:13:04",0.78229,7,sameerrijal
2746,13392672,rua253,"2025-02-24 04:15:53",0.78229,1,rua253
2747,13392778,"Alberto Landetta","2025-02-24 04:53:02",0.78229,1,albertolandetta
2748,13392974,"Noname #3","2025-03-25 05:32:29",0.78229,25,nonameri
2749,13391594,"Anurag Nayak","2025-02-24 07:18:50",0.78229,4,anuragnayak07
2750,13393400,"Navadeep Boga","2025-02-24 11:27:24",0.78229,2,navadeepboga
2751,13394096,Maxy5illion,"2025-02-24 12:26:25",0.78229,4,maxy5illion
2752,13390091,"Kacper Lipiec","2025-02-28 16:31:26",0.78229,18,kacperlipiec
2753,13390849,"Nikolay Gonichenko","2025-02-25 09:23:43",0.78229,11,snowmototravel
2754,13395134,"Liad Baruchin","2025-02-24 14:59:59",0.78229,1,liadbaruchin
2755,13395872,"SHAIK HAFEEZ BABA ","2025-02-24 17:55:47",0.78229,2,shaikhafeezbaba
2756,13396376,"Katerina Vodeiko","2025-02-25 01:04:39",0.78229,12,katerinavodeiko
2757,13396476,mscaie,"2025-02-24 22:04:11",0.78229,5,mscaie
2758,13396597,notgivingyoumyname1,"2025-02-24 22:12:23",0.78229,1,notgivingyoumyname1
2759,199683,"Алексей Никитин","2025-03-04 22:41:55",0.78229,19,kosya81
2760,13396728,WaverlyRose,"2025-02-24 22:59:48",0.78229,1,waverlyrose
2761,13397106,"Sam Fengythrgeq45t36","2025-03-01 08:22:04",0.78229,8,samfengythrgeq45t36
2762,13397599,"Someone Something","2025-02-25 04:53:47",0.78229,2,someonesomething123
2763,13395147,"Ponk Xu","2025-02-25 05:15:38",0.78229,2,ponkxu
2764,13391522,"laika lakmal","2025-02-25 07:17:27",0.78229,4,laikalakmal
2765,13398787,"Ahmed BOUNADAR","2025-02-25 09:10:15",0.78229,1,ahmedbounadar
2766,5193806,SimplyNB14,"2025-02-25 14:27:51",0.78229,5,simplynb14
2767,13400284,"Milica Mišić","2025-02-27 16:15:18",0.78229,17,misic1594
2768,13396576,"Hazem Khriji","2025-02-25 16:37:35",0.78229,6,hazemkhriji
2769,13395865,K.Mehedi.i,"2025-02-25 18:18:44",0.78229,6,kmehedii
2770,10144119,RuiFSPinto,"2025-02-28 20:08:33",0.78229,4,ruifspinto
2771,9371132,TimothyS5,"2025-02-25 21:00:51",0.78229,4,timothys5
2772,13366291,RPPadilha1969,"2025-02-25 22:02:37",0.78229,14,rppadilha1969
2773,13363356,"Jonathan Durance","2025-03-01 03:40:55",0.78229,13,jonathandurance
2774,13401180,"Roberto M R Psendziuk","2025-02-26 12:39:54",0.78229,4,robertomrpsendziuk
2775,11591711,kokonoka,"2025-02-26 02:34:51",0.78229,4,kokonoka
2776,13400073,Muxinji,"2025-02-26 12:16:22",0.78229,4,muxinji
2777,13405243,"Sebastian Iciek","2025-02-26 13:36:32",0.78229,1,sebastianiciek
2778,13405435,farzadjafari,"2025-02-26 14:19:52",0.78229,2,farzadjafari
2779,13406021,"gogo cai","2025-02-27 19:14:55",0.78229,4,gogocai
2780,13396078,MOHAMED.boua,"2025-03-04 14:06:18",0.78229,18,mohamedboua
2781,13406140,"Pushti Ashar","2025-02-26 19:17:08",0.78229,4,pushtiii13
2782,13395923,"Prakash Patel #2","2025-03-02 19:47:56",0.78229,15,rakatel
2783,13406541,"Zephyr Huang","2025-02-26 21:52:18",0.78229,8,zhixianhuang
2784,13378298,"Orlando Correa","2025-02-28 17:03:54",0.78229,14,correa57
2785,772560,"Dan L 2","2025-02-27 00:36:47",0.78229,1,dluzuvay
2786,13377194,"Andrew Daniels","2025-02-27 13:34:31",0.78229,9,ahdaniels76
2787,13408949,yunist,"2025-02-27 07:40:18",0.78229,3,yunist
2788,13295915,magnusej01,"2025-02-27 08:18:14",0.78229,35,magnusej01
2789,13409215,Sevilzww,"2025-03-13 09:12:53",0.78229,10,sevilzww
2790,7217321,"Elfina Karima","2025-02-27 12:27:18",0.78229,6,elfinakarima
2791,13410038,david126999,"2025-02-27 11:50:00",0.78229,1,david126999
2792,13410336,"Sude Soylemez","2025-03-05 11:20:33",0.78229,4,sudesoylemez
2793,13266451,"Quentin Moreno-Gelos","2025-02-27 13:43:47",0.78229,8,quentinmorenogelos
2794,13410422,Preclixco,"2025-02-27 13:41:20",0.78229,4,preclixco
2795,13409042,Aalok,"2025-02-27 14:16:59",0.78229,4,dc21swm
2796,13387856,"Céline #3","2025-02-27 14:25:55",0.78229,2,mullerceline
2797,13410879,"Lou Darrin Pak Yin","2025-02-27 15:04:45",0.78229,1,loudarrinpakyin
2798,13409560,"M lutfi H Azzam","2025-03-02 16:54:54",0.78229,6,mlutfihazzam
2799,13411562,"Mahim Agarwal","2025-02-27 18:00:13",0.78229,1,mahimagarwal18
2800,13411569,"Linus Bao","2025-02-27 18:17:28",0.78229,3,zonelin
2801,4042849,AbhishekC1020,"2025-02-27 18:37:26",0.78229,2,abhishekc1020
2802,13412535,"Ernani Possato","2025-02-27 21:48:25",0.78229,1,ernanipossato
2803,13412665,Andyantonio,"2025-03-04 00:38:19",0.78229,7,andyantonio
2804,13413130,KimHyunsoo,"2025-02-28 01:16:58",0.78229,4,rlagustn35
2805,13413226,"Hill Garcia","2025-02-28 02:02:28",0.78229,10,hillgarcia
2806,13413333,"Jonathan David Macapagal","2025-02-28 02:13:36",0.78229,4,jonadavid
2807,13413419,"Jaime Salvador Clamor","2025-02-28 02:43:46",0.78229,8,jaimesalvadorclamor
2808,13413423,"Sebastian Garcia #2","2025-02-28 02:25:16",0.78229,9,asdfasdfasdfsadfsdaf
2809,13413439,"Uriah Umali","2025-02-28 02:44:03",0.78229,2,uriahumali
2810,13413328,NicoleeeWang,"2025-02-28 02:50:03",0.78229,3,nicoleeeewang
2811,13413917,"Dharlene Gilbuena","2025-02-28 05:13:32",0.78229,6,dharlenegilbuena
2812,13413139,"Tsun Hin Navin Tsung","2025-03-05 07:21:17",0.78229,8,tsunhinnavintsung
2813,13412971,"Xian Xu #2","2025-03-03 21:28:45",0.78229,18,xianxu
2814,13404384,"[Deleted] fb38af77-b34f-42e5-96c5-0246d671c39b","2025-02-28 06:36:03",0.78229,9,del=235e0173dac9c420
2815,13414144,"Victor Ruben Yu","2025-02-28 05:58:19",0.78229,9,victorrubenyu
2816,13414468,"Andrei Khromykh","2025-02-28 06:36:42",0.78229,1,andreikhromykh
2817,13410287,"Damir Kyzyr","2025-03-03 07:22:28",0.78229,15,damirkyzyr
2818,13416156,ZhangQing321,"2025-02-28 12:50:22",0.78229,3,zhangqing321
2819,13415981,CarpeDiemOvO,"2025-03-03 02:41:58",0.78229,33,carpediemovo
2820,13143240,"Amine Benkirane","2025-02-28 13:46:36",0.78229,6,aminebenkirane
2821,13410579,"Pinepol Guo","2025-02-28 15:09:19",0.78229,3,pinepolguo
2822,13410673,"Mark Looman","2025-03-12 10:35:38",0.78229,6,marklooman
2823,13400347,KilianSchmitt,"2025-03-06 12:18:20",0.78229,24,kilianschmitt
2824,13357052,Nivo1994,"2025-03-01 03:44:19",0.78229,6,nivo1994
2825,13419614,xiuhan121,"2025-03-01 05:04:51",0.78229,1,xiuhan121
2826,13415929,Zhangdamu,"2025-03-04 07:42:04",0.78229,20,zhangdamu
2827,6955446,"deng peiwen","2025-03-02 07:28:29",0.78229,6,dengpeiwen
2828,13416954,Switcher,"2025-03-01 09:22:43",0.78229,13,switcher
2829,7542745,"Uğur Ay","2025-03-01 11:52:07",0.78229,2,ugurxay
2830,13420790,alkaid.liu,"2025-03-01 11:46:43",0.78229,10,alkaidliu
2831,13421160,lllliiiiz,"2025-03-01 12:04:18",0.78229,10,lllliiiiz
2832,13421512,"Xinya Yao","2025-03-01 13:34:56",0.78229,7,xinyayao
2833,13407912,"[Deleted] 74fac41f-a8fd-4540-b82f-495502cbe115","2025-03-01 14:07:06",0.78229,4,del=9de17b3f3bccb9c4
2834,13421811,"Yuan Ma #4","2025-03-01 14:38:13",0.78229,10,yuanmaariel
2835,13421796,"Kazi Mashry","2025-03-01 14:53:26",0.78229,2,kazimashry01
2836,12718770,"Kayab Khan","2025-03-01 15:36:37",0.78229,4,kayabkhan
2837,13394278,chouchanghsuan,"2025-03-01 16:14:54",0.78229,20,chouchanghsuan
2838,13422385,"Aditya Chute","2025-03-01 16:46:06",0.78229,1,adityachute
2839,13423129,"Aladji BA","2025-03-01 21:44:07",0.78229,10,aladjiba
2840,13423351,"Owen Robbins","2025-03-07 17:01:04",0.78229,8,owenrobbins
2841,13423497,SeidelIngenieria,"2025-03-09 00:14:42",0.78229,16,seidelingenieria
2842,12689944,"Nig'matov Islomkhodja","2025-03-02 01:39:31",0.78229,1,nigmatovislomkhodja
2843,13424946,"Rasmus L","2025-03-02 14:37:52",0.78229,4,rasmusldata
2844,13385885,Ted_XS21711,"2025-03-02 10:57:56",0.78229,33,tedxs21711
2845,13425218,Yuchenliu19,"2025-03-03 02:11:29",0.78229,11,yuchenliu19
2846,13425576,"Mugyeong SHIN","2025-03-11 09:24:03",0.78229,2,mugyeongshin
2847,13424988,"Nobuyuki Kumagai","2025-03-17 13:44:36",0.78229,17,nobuyukikumagai
2848,10968143,"Paweł Pelc","2025-03-02 11:38:32",0.78229,1,xpelson
2849,13427290,GomuGomuno,"2025-03-04 14:36:53",0.78229,8,rohith23501
